ID,Label,Label_Name,SW_Pred,SW_Name,HW_Pred,HW_Name,HW_eq_SW,HW_eq_GT,Scale,MAE,KL,Cos,Total_Cyc,P1_Cyc,P2_Cyc,Stall_Cyc,Compute_Cyc,Saturated
4219,948,Granny Smith,948,Granny Smith,948,Granny Smith,1,1,0.4809,0.001251,0.966807,0.982601,146550,68212,78324,16,312,0
4220,287,lynx,288,leopard,288,leopard,1,0,0.3689,0.000723,0.452383,0.962034,141321,64759,76548,32,328,0
4221,398,abacus,528,dial telephone,528,dial telephone,1,0,0.6476,0.000658,0.337355,0.932019,128540,52295,76231,32,328,0
4222,930,French loaf,930,French loaf,930,French loaf,1,1,0.4379,0.001379,1.161674,0.971089,133388,56887,76487,64,360,0
4223,866,tractor,866,tractor,866,tractor,1,1,0.3139,0.001272,1.016174,0.873042,132130,55300,76816,80,376,0
4224,546,electric guitar,546,electric guitar,546,electric guitar,1,1,0.5396,0.001100,0.841837,0.930330,137799,61656,76129,32,328,0
4225,548,entertainment center,548,entertainment center,548,entertainment center,1,1,0.4713,0.001167,0.891021,0.926976,140411,61730,78667,48,344,0
4226,731,plunger,971,bubble,971,bubble,1,0,0.8084,0.000308,0.089794,0.987242,132225,55835,76376,16,312,0
4227,84,peacock,84,peacock,84,peacock,1,1,0.4276,0.001334,1.086544,0.981810,126521,50685,75822,0,296,0
4228,889,violin,889,violin,889,violin,1,1,0.2601,0.001137,0.895885,0.902943,156651,76499,80138,32,328,0
4229,916,web site,916,web site,916,web site,1,1,0.8011,0.000542,0.185887,0.992325,139557,62103,77440,48,344,0
4230,489,chainlink fence,489,chainlink fence,489,chainlink fence,1,1,0.5899,0.001122,0.813446,0.966650,133799,57127,76658,16,312,0
4231,860,tobacco shop,919,street sign,919,street sign,1,0,0.5366,0.001121,0.798666,0.939653,126734,50750,75970,64,360,0
4232,436,beach wagon,468,cab,468,cab,1,0,0.5452,0.000745,0.428669,0.920464,140774,63383,77377,16,312,0
4233,583,guillotine,583,guillotine,583,guillotine,1,1,0.5261,0.001136,0.835670,0.935941,134608,57040,77554,48,344,0
4234,207,golden retriever,207,golden retriever,207,golden retriever,1,1,0.6847,0.000599,0.274694,0.945138,128673,52444,76215,16,312,0
4235,35,mud turtle,35,mud turtle,35,mud turtle,1,1,0.3339,0.001102,0.795723,0.905613,130929,54948,75967,0,296,0
4236,455,bottlecap,898,water bottle,898,water bottle,1,0,0.5360,0.000972,0.654924,0.909122,146404,68148,78242,64,360,0
4237,707,pay-phone,707,pay-phone,707,pay-phone,1,1,0.3931,0.001267,1.003718,0.985034,140267,63949,76304,48,344,0
4238,803,snowplow,803,snowplow,803,snowplow,1,1,0.3718,0.001323,1.082826,0.974731,137282,60182,77086,48,344,0
4239,552,feather boa,552,feather boa,552,feather boa,1,1,0.2979,0.001345,1.122429,0.968263,131091,55114,75963,48,344,0
4240,998,ear,987,corn,987,corn,1,0,0.3660,0.000902,0.614896,0.988098,135811,59182,76615,32,328,0
4241,163,bloodhound,211,vizsla,211,vizsla,1,0,0.5766,0.000621,0.319160,0.959922,127154,50356,76784,16,312,0
4242,662,modem,662,modem,662,modem,1,1,0.4501,0.001322,1.139687,0.937000,128053,51730,76309,48,344,0
4243,568,fur coat,568,fur coat,568,fur coat,1,1,0.4248,0.001332,1.089198,0.970601,166814,60655,106145,64,360,0
4244,838,sunscreen,764,rifle,764,rifle,1,0,0.9045,0.000115,0.057141,0.995715,153796,74328,79454,48,344,0
4245,816,spindle,816,spindle,816,spindle,1,1,0.5240,0.000743,0.421489,0.937736,143289,66890,76385,64,360,0
4246,954,banana,954,banana,954,banana,1,1,0.3180,0.001270,1.023294,0.991895,133001,56985,76002,32,328,0
4247,655,miniskirt,655,miniskirt,655,miniskirt,1,1,0.6265,0.000795,0.467675,0.937665,135947,58944,76989,48,344,0
4248,329,sea cucumber,329,sea cucumber,329,sea cucumber,1,1,0.3494,0.001336,1.095687,0.946278,126722,50909,75799,16,312,0
4249,274,dhole,274,dhole,274,dhole,1,1,0.4149,0.001293,1.033448,0.984393,133339,56156,77169,32,328,0
4250,758,reel,543,dumbbell,543,dumbbell,1,0,0.3276,0.001132,0.832285,0.953247,144945,68057,76874,48,344,0
4251,136,European gallinule,136,European gallinule,136,European gallinule,1,1,0.3737,0.001380,1.166350,0.916019,131722,55559,76149,16,312,0
4252,959,carbonara,959,carbonara,959,carbonara,1,1,0.2758,0.001163,0.888340,0.995890,132420,55848,76558,64,360,0
4253,911,wool,911,wool,911,wool,1,1,0.8036,0.000321,0.093561,0.989735,145520,67183,78323,80,376,0
4254,183,Kerry blue terrier,189,Lakeland terrier,189,Lakeland terrier,1,0,0.4368,0.001142,0.911655,0.876725,137361,59809,77538,16,312,0
4255,185,Norfolk terrier,185,Norfolk terrier,185,Norfolk terrier,1,1,0.3559,0.000989,0.701384,0.933983,130433,54526,75893,16,312,0
4256,56,king snake,56,king snake,56,king snake,1,1,0.3771,0.001261,0.995734,0.986677,128515,52291,76210,0,296,0
4257,287,lynx,287,lynx,287,lynx,1,1,0.4761,0.001219,0.919291,0.969195,133117,56893,76210,16,312,0
4258,26,common newt,26,common newt,26,common newt,1,1,0.3892,0.001341,1.150189,0.887488,143647,65839,77794,0,296,0
4259,290,jaguar,290,jaguar,290,jaguar,1,1,0.3198,0.000935,0.657145,0.970921,129987,54405,75568,16,312,0
4260,519,crate,519,crate,519,crate,1,1,0.5094,0.001309,1.046483,0.964788,127978,51639,76325,32,328,0
4261,62,rock python,62,rock python,62,rock python,1,1,0.4447,0.001014,0.732262,0.887911,161411,80649,80748,0,296,0
4262,760,refrigerator,760,refrigerator,760,refrigerator,1,1,0.3680,0.001296,1.047089,0.980737,132482,55729,76739,48,344,0
4263,384,indri,384,indri,384,indri,1,1,0.3556,0.001297,1.054240,0.942019,146317,69302,77001,16,312,0
4264,426,barometer,426,barometer,426,barometer,1,1,0.3480,0.001348,1.108580,0.949194,130988,54600,76374,32,328,0
4265,294,brown bear,294,brown bear,294,brown bear,1,1,0.3987,0.001369,1.147988,0.976978,131594,55263,76317,32,328,0
4266,584,hair slide,584,hair slide,584,hair slide,1,1,0.4640,0.001006,0.678812,0.979236,134033,57240,76779,32,328,0
4267,277,red fox,277,red fox,277,red fox,1,1,0.3958,0.000985,0.740035,0.862514,133384,56864,76506,16,312,0
4268,569,garbage truck,569,garbage truck,569,garbage truck,1,1,0.4196,0.001355,1.171328,0.909605,137189,60050,77125,32,328,0
4269,197,giant schnauzer,197,giant schnauzer,197,giant schnauzer,1,1,0.3310,0.001236,1.030458,0.872911,126486,50378,76094,16,312,0
4270,728,plastic bag,578,gown,578,gown,1,0,1.0000,0.000014,0.071406,0.999995,143728,65899,77815,64,360,0
4271,237,miniature pinscher,253,basenji,253,basenji,1,0,0.4358,0.001156,0.863507,0.924916,143496,66545,76937,16,312,0
4272,161,basset,161,basset,161,basset,1,1,0.4092,0.001112,0.865072,0.896845,141398,58931,82453,16,312,0
4273,180,American Staffordshire terrier,179,Staffordshire bullterrier,179,Staffordshire bullterrier,1,0,0.3762,0.001153,0.955613,0.940851,129621,53596,76011,16,312,0
4274,878,typewriter keyboard,878,typewriter keyboard,878,typewriter keyboard,1,1,0.3761,0.001135,0.870388,0.962463,127664,51856,75794,32,328,0
4275,981,ballplayer,698,palace,698,palace,1,0,0.6426,0.000683,0.339957,0.959299,145041,67857,77170,64,360,0
4276,963,pizza,963,pizza,963,pizza,1,1,0.2720,0.001283,1.042666,0.985703,130387,53744,76629,48,344,0
4277,966,red wine,907,wine bottle,907,wine bottle,1,0,0.4245,0.001147,0.819772,0.964361,139497,61921,77562,32,328,0
4278,136,European gallinule,136,European gallinule,136,European gallinule,1,1,0.2952,0.001229,0.963605,0.990891,142798,64886,77898,16,312,0
4279,78,tick,78,tick,78,tick,1,1,0.3084,0.001382,1.211808,0.888272,150606,71789,78803,0,296,0
4280,867,trailer truck,867,trailer truck,867,trailer truck,1,1,0.4109,0.001408,1.208294,0.966287,126092,50101,75977,80,376,0
4281,229,Old English sheepdog,229,Old English sheepdog,229,Old English sheepdog,1,1,0.4157,0.001295,1.036045,0.986707,129601,53248,76339,16,312,0
4282,683,oboe,683,oboe,683,oboe,1,1,0.2676,0.001394,1.186607,0.889718,133016,56390,76612,48,344,0
4283,903,wig,903,wig,903,wig,1,1,0.4271,0.001291,1.111738,0.933851,137591,60352,77225,32,328,0
4284,661,Model T,661,Model T,661,Model T,1,1,0.4996,0.000963,0.654086,0.937312,203456,106842,96600,48,344,0
4285,355,llama,676,muzzle,676,muzzle,1,0,0.6653,0.000812,0.428933,0.971294,157907,77933,79960,48,344,0
4286,107,jellyfish,107,jellyfish,107,jellyfish,1,1,0.3517,0.001221,0.950264,0.993746,138751,60382,78355,0,296,0
4287,771,safe,771,safe,771,safe,1,1,0.5262,0.001278,0.982201,0.973834,148816,70397,78405,32,328,0
4288,9,ostrich,9,ostrich,9,ostrich,1,1,0.2707,0.001190,0.912756,0.995123,142647,66179,76454,0,296,0
4289,129,spoonbill,129,spoonbill,129,spoonbill,1,1,0.3238,0.001293,1.026911,0.948598,134572,57732,76826,16,312,0
4290,100,black swan,100,black swan,100,black swan,1,1,0.2661,0.001220,0.951239,0.989450,132318,55684,76620,0,296,0
4291,150,sea lion,150,sea lion,150,sea lion,1,1,0.4258,0.001333,1.089975,0.986006,129171,53062,76095,16,312,0
4292,146,albatross,146,albatross,146,albatross,1,1,0.3943,0.001324,1.083979,0.985714,140247,62270,77963,16,312,0
4293,958,hay,958,hay,958,hay,1,1,0.7016,0.000680,0.334052,0.966081,134852,54880,79958,64,360,0
4294,308,fly,308,fly,308,fly,1,1,0.2015,0.001261,1.008085,0.982257,126849,50494,76341,16,312,0
4295,39,common iguana,39,common iguana,39,common iguana,1,1,0.2881,0.001351,1.116194,0.932440,142286,64961,77311,0,296,0
4296,458,brass,458,brass,458,brass,1,1,0.3835,0.001229,0.958485,0.991937,134922,58300,76608,16,312,0
4297,286,cougar,286,cougar,286,cougar,1,1,0.3758,0.001293,1.041249,0.986107,141819,65602,76203,32,328,0
4298,368,gibbon,368,gibbon,368,gibbon,1,1,0.4833,0.001183,0.948523,0.917682,137233,55472,81747,32,328,0
4299,242,boxer,185,Norfolk terrier,185,Norfolk terrier,1,0,0.6885,0.000498,0.189400,0.968201,133338,55976,77348,16,312,0
4300,396,lionfish,6,stingray,6,stingray,1,0,0.4721,0.000819,0.525222,0.905102,138409,60801,77594,0,296,0
4301,892,wall clock,750,quilt,750,quilt,1,0,0.5868,0.001003,0.679957,0.947581,142289,65027,77248,64,360,0
4302,462,broom,746,puck,746,puck,1,0,0.3677,0.001227,0.978600,0.944973,126738,50720,76004,48,344,0
4303,468,cab,654,minibus,654,minibus,1,0,0.7341,0.000436,0.167936,0.984178,147247,68447,78786,48,344,0
4304,900,water tower,900,water tower,900,water tower,1,1,0.2958,0.001149,0.871420,0.997313,134497,57773,76710,48,344,0
4305,162,beagle,162,beagle,162,beagle,1,1,0.4855,0.001180,0.950975,0.920282,134386,53155,81217,16,312,0
4306,357,mink,357,mink,357,mink,1,1,0.3974,0.000949,0.601871,0.951771,131144,54193,76937,16,312,0
4307,477,carpenter's kit,784,screwdriver,784,screwdriver,1,0,0.4826,0.001016,0.693614,0.922514,138647,61301,77332,48,344,0
4308,950,orange,951,lemon,951,lemon,1,0,0.3933,0.001168,0.929739,0.945197,125864,49901,75949,48,344,0
4309,736,pool table,736,pool table,736,pool table,1,1,0.3953,0.001349,1.124218,0.981682,125498,49931,75553,32,328,0
4310,131,little blue heron,131,little blue heron,131,little blue heron,1,1,0.5442,0.001117,0.823723,0.952774,138341,61648,76679,16,312,0
4311,398,abacus,593,harmonica,593,harmonica,1,0,0.5561,0.000958,0.599823,0.932867,151852,72486,79352,48,344,0
4312,543,dumbbell,543,dumbbell,543,dumbbell,1,1,0.4373,0.001239,0.960560,0.970504,145999,68061,77924,48,344,0
4313,703,park bench,703,park bench,703,park bench,1,1,0.5455,0.001215,0.891770,0.993056,136253,59121,77118,32,328,0
4314,862,torch,862,torch,862,torch,1,1,0.5346,0.001025,0.694211,0.956726,145719,68408,77297,48,344,0
4315,137,American coot,137,American coot,137,American coot,1,1,0.2590,0.001234,0.969364,0.985120,126034,50324,75696,16,312,0
4316,263,Pembroke,263,Pembroke,263,Pembroke,1,1,0.4567,0.001423,1.234026,0.966920,127279,51449,75816,32,328,0
4317,759,reflex camera,732,Polaroid camera,732,Polaroid camera,1,0,0.4376,0.000993,0.783389,0.857105,139552,61796,77742,32,328,0
4318,598,home theater,598,home theater,598,home theater,1,1,0.4109,0.001037,0.796942,0.933131,134218,57041,77163,48,344,0
4319,477,carpenter's kit,477,carpenter's kit,477,carpenter's kit,1,1,0.7419,0.000498,0.192486,0.967807,127981,52225,75742,32,328,0
4320,529,diaper,104,wallaby,104,wallaby,1,0,0.9286,0.000091,0.044597,0.996869,153968,74009,79945,0,296,0
4321,512,corkscrew,512,corkscrew,512,corkscrew,1,1,0.4120,0.001374,1.149786,0.964134,142288,64274,78000,48,344,0
4322,848,tape player,481,cassette,481,cassette,1,0,0.5803,0.000749,0.404573,0.950158,133497,57240,76243,32,328,0
4323,809,soup bowl,809,soup bowl,809,soup bowl,1,1,0.3609,0.001171,0.900703,0.861197,128452,52521,75917,16,312,0
4324,765,rocking chair,560,football helmet,560,football helmet,1,0,0.6192,0.000901,0.552457,0.951759,132455,56298,76143,32,328,0
4325,382,squirrel monkey,377,marmoset,377,marmoset,1,0,0.6913,0.000713,0.355427,0.966049,134794,58177,76603,32,328,0
4326,821,steel arch bridge,821,steel arch bridge,821,steel arch bridge,1,1,0.3809,0.001252,1.015980,0.936792,148460,66528,81918,64,360,0
4327,91,coucal,91,coucal,91,coucal,1,1,0.4409,0.001342,1.097082,0.981266,131120,54644,76462,0,296,0
4328,21,kite,21,kite,21,kite,1,1,0.3736,0.001295,1.037413,0.980489,132434,55888,76532,0,296,0
4329,779,school bus,779,school bus,779,school bus,1,1,0.2754,0.001260,0.997926,0.961469,142044,63784,78246,64,360,0
4330,266,miniature poodle,265,toy poodle,265,toy poodle,1,0,0.3532,0.001090,0.768854,0.936403,126862,50463,76385,32,328,0
4331,298,mongoose,298,mongoose,298,mongoose,1,1,0.3351,0.001370,1.156688,0.968893,140282,62556,77712,16,312,0
4332,11,goldfinch,11,goldfinch,11,goldfinch,1,1,0.3108,0.001139,0.851682,0.996428,138551,60730,77807,0,296,0
4333,317,leafhopper,317,leafhopper,317,leafhopper,1,1,0.3039,0.001293,1.045643,0.976473,126611,51248,75349,16,312,0
4334,800,slot,800,slot,800,slot,1,1,0.2885,0.001229,0.968230,0.992013,141406,63082,78310,64,360,0
4335,929,ice lolly,929,ice lolly,929,ice lolly,1,1,0.7677,0.000381,0.126675,0.981359,134122,57602,76506,32,328,0
4336,867,trailer truck,867,trailer truck,867,trailer truck,1,1,0.3883,0.001207,0.980574,0.919625,146517,67904,78599,80,376,0
4337,536,dock,536,dock,536,dock,1,1,0.5519,0.000749,0.443883,0.953119,144031,65324,78693,48,344,0
4338,860,tobacco shop,860,tobacco shop,860,tobacco shop,1,1,0.3673,0.001073,0.827958,0.881496,132114,55338,76762,32,328,0
4339,92,bee eater,92,bee eater,92,bee eater,1,1,0.3039,0.001187,0.906798,0.989697,151252,72867,78371,0,296,0
4340,759,reflex camera,413,assault rifle,413,assault rifle,1,0,0.5453,0.000820,0.481096,0.940968,125175,50064,75097,16,312,0
4341,462,broom,462,broom,462,broom,1,1,0.5444,0.001218,0.914817,0.969190,135984,59121,76849,32,328,0
4342,151,Chihuahua,151,Chihuahua,151,Chihuahua,1,1,0.3251,0.001059,0.796480,0.900833,131235,54938,76283,16,312,0
4343,701,parachute,701,parachute,701,parachute,1,1,0.2886,0.001141,0.858713,0.994724,130600,54092,76494,32,328,0
4344,94,hummingbird,94,hummingbird,94,hummingbird,1,1,0.3532,0.001258,0.987118,0.950744,144563,66470,78079,0,296,0
4345,339,sorrel,339,sorrel,339,sorrel,1,1,0.3931,0.001221,0.950528,0.995167,160307,80016,80277,32,328,0
4346,41,whiptail,41,whiptail,41,whiptail,1,1,0.3434,0.001334,1.087545,0.960578,135913,58668,77231,0,296,0
4347,667,mortarboard,400,academic gown,400,academic gown,1,0,0.2756,0.000839,0.556459,0.991274,141486,64849,76623,32,328,0
4348,378,capuchin,378,capuchin,378,capuchin,1,1,0.4129,0.001350,1.117077,0.934625,131587,55472,76101,16,312,0
4349,668,mosque,668,mosque,668,mosque,1,1,0.2252,0.001191,0.918926,0.991917,132221,55229,76978,64,360,0
4350,589,hand blower,589,hand blower,589,hand blower,1,1,0.3845,0.001339,1.112054,0.986484,133141,55830,77297,48,344,0
4351,404,airliner,733,pole,733,pole,1,0,0.8244,0.000277,0.082280,0.991457,138502,61193,77295,48,344,0
4352,884,vault,884,vault,884,vault,1,1,0.3326,0.001380,1.174177,0.934119,131309,55401,75894,64,360,0
4353,255,Leonberg,255,Leonberg,255,Leonberg,1,1,0.3860,0.001408,1.238130,0.921479,135627,58615,76998,16,312,0
4354,692,packet,692,packet,692,packet,1,1,0.4174,0.001187,0.888191,0.962087,143647,65994,77639,48,344,0
4355,773,saltshaker,773,saltshaker,773,saltshaker,1,1,0.4468,0.001070,0.772961,0.892643,130667,54430,76223,64,360,0
4356,232,Border collie,232,Border collie,232,Border collie,1,1,0.5525,0.001080,0.728971,0.968257,136737,55431,81292,16,312,0
4357,974,geyser,974,geyser,974,geyser,1,1,0.6849,0.000613,0.291280,0.955451,131135,54178,76943,48,344,0
4358,373,macaque,373,macaque,373,macaque,1,1,0.3906,0.001113,0.812888,0.907177,132486,55864,76608,32,328,0
4359,590,hand-held computer,590,hand-held computer,590,hand-held computer,1,1,0.5502,0.000825,0.489549,0.934950,135141,58648,76479,48,344,0
4360,278,kit fox,278,kit fox,278,kit fox,1,1,0.3034,0.001227,0.938160,0.907077,135193,58309,76870,16,312,0
4361,150,sea lion,363,armadillo,363,armadillo,1,0,0.5766,0.000678,0.353579,0.947840,129383,52997,76372,16,312,0
4362,191,Airedale,191,Airedale,191,Airedale,1,1,0.2365,0.001321,1.070600,0.915994,163885,82530,81341,16,312,0
4363,782,screen,681,notebook,681,notebook,1,0,0.5055,0.000882,0.552762,0.934558,134150,57195,76941,48,344,0
4364,652,military uniform,652,military uniform,652,military uniform,1,1,0.3673,0.001401,1.208696,0.947264,141631,65293,76324,32,328,0
4365,734,police van,734,police van,734,police van,1,1,0.2558,0.001255,0.988718,0.958869,128357,52103,76240,32,328,0
4366,225,malinois,225,malinois,225,malinois,1,1,0.4610,0.001116,0.793368,0.953366,137145,59948,77183,16,312,0
4367,857,throne,857,throne,857,throne,1,1,0.5129,0.001047,0.782797,0.923443,134946,58118,76814,80,376,0
4368,55,green snake,64,green mamba,64,green mamba,1,0,0.6667,0.000924,0.541764,0.982916,131874,55796,76064,0,296,0
4369,992,agaric,992,agaric,992,agaric,1,1,0.3899,0.001102,0.855852,0.947810,135087,57700,77373,32,328,0
4370,809,soup bowl,809,soup bowl,809,soup bowl,1,1,0.4052,0.001022,0.806964,0.828716,138199,61414,76771,48,344,0
4371,940,spaghetti squash,940,spaghetti squash,940,spaghetti squash,1,1,0.3934,0.001394,1.202663,0.922609,143824,65277,78533,32,328,0
4372,162,beagle,162,beagle,162,beagle,1,1,0.5642,0.000936,0.579272,0.965235,126042,49637,76391,16,312,0
4373,549,envelope,419,Band Aid,419,Band Aid,1,0,0.5502,0.001117,0.832136,0.953837,142728,66322,76392,16,312,0
4374,87,African grey,87,African grey,87,African grey,1,1,0.2893,0.001125,0.834638,0.998263,138787,61376,77397,0,296,0
4375,713,photocopier,713,photocopier,713,photocopier,1,1,0.3105,0.001030,0.827365,0.936589,131624,54949,76661,64,360,0
4376,967,espresso,967,espresso,967,espresso,1,1,0.4243,0.000995,0.756961,0.882898,140810,63492,77304,32,328,0
4377,239,Bernese mountain dog,239,Bernese mountain dog,239,Bernese mountain dog,1,1,0.4062,0.001147,0.859223,0.934851,131949,55828,76107,16,312,0
4378,862,torch,438,beaker,438,beaker,1,0,0.7547,0.000431,0.144431,0.978984,134907,58137,76756,32,328,0
4379,243,bull mastiff,243,bull mastiff,243,bull mastiff,1,1,0.3482,0.001309,1.056124,0.940241,145003,65461,79528,16,312,0
4380,141,redshank,141,redshank,141,redshank,1,1,0.3133,0.001270,1.001445,0.959987,151470,72994,78462,16,312,0
4381,580,greenhouse,580,greenhouse,580,greenhouse,1,1,0.5347,0.001296,0.995465,0.987107,134147,56857,77276,32,328,0
4382,22,bald eagle,22,bald eagle,22,bald eagle,1,1,0.5338,0.001032,0.763759,0.932255,129085,52809,76262,0,296,0
4383,462,broom,462,broom,462,broom,1,1,0.4245,0.001360,1.128833,0.981220,130959,54232,76713,16,312,0
4384,606,iron,400,academic gown,400,academic gown,1,0,0.8303,0.000216,0.062259,0.990378,132404,56290,76100,32,328,0
4385,675,moving van,675,moving van,675,moving van,1,1,0.4532,0.001350,1.106018,0.954502,126494,50328,76152,48,344,0
4386,215,Brittany spaniel,215,Brittany spaniel,215,Brittany spaniel,1,1,0.3860,0.001124,0.879494,0.914931,132639,56002,76623,16,312,0
4387,459,brassiere,459,brassiere,459,brassiere,1,1,0.3928,0.001126,0.939174,0.913179,133162,55734,77414,48,344,0
4388,224,groenendael,224,groenendael,224,groenendael,1,1,0.3720,0.001365,1.139516,0.935598,144964,66820,78130,16,312,0
4389,361,skunk,361,skunk,361,skunk,1,1,0.4328,0.001326,1.129981,0.941118,136364,59887,76463,32,328,0
4390,119,rock crab,119,rock crab,119,rock crab,1,1,0.5450,0.000878,0.585852,0.920649,133370,56522,76834,0,296,0
4391,414,backpack,414,backpack,414,backpack,1,1,0.3124,0.001294,1.045275,0.979713,136524,55239,81271,16,312,0
4392,509,confectionery,509,confectionery,509,confectionery,1,1,0.5058,0.001089,0.847199,0.917221,125646,49918,75714,16,312,0
4393,877,turnstile,799,sliding door,799,sliding door,1,0,0.4905,0.001067,0.748559,0.939349,141342,63504,77824,80,376,0
4394,233,Bouvier des Flandres,205,flat-coated retriever,205,flat-coated retriever,1,0,0.4227,0.001101,0.792886,0.937267,136329,58477,77838,16,329,0
4395,339,sorrel,339,sorrel,339,sorrel,1,1,0.4157,0.001292,1.032283,0.976078,133450,56218,77218,32,328,0
4396,395,gar,48,Komodo dragon,48,Komodo dragon,1,0,0.4579,0.001217,1.021948,0.912025,144074,65725,78335,0,296,0
4397,456,bow,456,bow,456,bow,1,1,0.6155,0.000911,0.596384,0.944175,132615,55530,77071,32,328,0
4398,998,ear,998,ear,998,ear,1,1,0.3745,0.001057,0.783307,0.968906,135538,58458,77066,48,344,0
4399,942,butternut squash,940,spaghetti squash,940,spaghetti squash,1,0,0.3234,0.000972,0.724946,0.945037,144387,67040,77333,64,360,0
4400,633,loupe,937,broccoli,937,broccoli,1,0,0.4735,0.001319,1.100556,0.959336,135347,53530,81803,32,328,0
4401,518,crash helmet,518,crash helmet,518,crash helmet,1,1,0.3374,0.001365,1.148827,0.967310,149132,71101,78017,48,344,0
4402,306,rhinoceros beetle,310,ant,310,ant,1,0,0.4587,0.001029,0.729604,0.926975,139356,57684,81658,16,312,0
4403,982,groom,982,groom,982,groom,1,1,0.4837,0.001351,1.101714,0.980182,126959,50648,76297,80,376,0
4404,86,partridge,86,partridge,86,partridge,1,1,0.3361,0.001081,0.768861,0.903329,152782,72808,79960,0,296,0
4405,909,wok,391,coho,391,coho,1,0,0.5511,0.000868,0.521062,0.956944,136321,59787,76520,16,312,0
4406,321,admiral,321,admiral,321,admiral,1,1,0.3963,0.001333,1.095507,0.984745,130815,54228,76573,16,312,0
4407,562,fountain,562,fountain,562,fountain,1,1,0.3048,0.001157,0.877726,0.996868,128556,52589,75953,48,344,0
4408,954,banana,950,orange,950,orange,1,0,0.3764,0.001319,1.077761,0.964956,133374,56501,76859,64,360,0
4409,850,teddy,850,teddy,850,teddy,1,1,0.3948,0.001307,1.069564,0.988321,138379,60198,78167,64,360,0
4410,157,papillon,157,papillon,157,papillon,1,1,0.4240,0.001275,1.031644,0.927662,132748,55275,77459,16,312,0
4411,663,monastery,442,bell cote,442,bell cote,1,0,0.4444,0.000868,0.613573,0.875921,133564,56644,76906,32,328,0
4412,469,caldron,469,caldron,469,caldron,1,1,0.3499,0.001446,1.290569,0.939505,134473,57021,77438,16,312,0
4413,433,bathing cap,433,bathing cap,433,bathing cap,1,1,0.3917,0.001253,0.983453,0.985428,142368,64854,77500,32,328,0
4414,997,bolete,997,bolete,997,bolete,1,1,0.5585,0.000958,0.613388,0.968287,140584,63527,77043,16,312,0
4415,60,night snake,54,hognose snake,54,hognose snake,1,0,0.4612,0.000785,0.441591,0.928973,130290,53513,76763,0,296,0
4416,788,shoe shop,514,cowboy boot,514,cowboy boot,1,0,0.6313,0.000948,0.564343,0.967906,135782,58557,77211,32,328,0
4417,472,canoe,472,canoe,472,canoe,1,1,0.4130,0.001112,0.792904,0.966102,128965,51789,77162,32,328,0
4418,560,football helmet,645,maypole,645,maypole,1,0,0.3473,0.001421,1.248474,0.976684,156347,55868,100465,64,360,0
4419,331,hare,331,hare,331,hare,1,1,0.3421,0.001243,0.964392,0.965582,131888,55204,76670,16,312,0
4420,201,silky terrier,201,silky terrier,201,silky terrier,1,1,0.3424,0.001302,1.080963,0.903847,126293,50599,75680,16,312,0
4421,838,sunscreen,838,sunscreen,838,sunscreen,1,1,0.5850,0.001007,0.640215,0.957686,146425,68089,78322,64,360,0
4422,586,half track,803,snowplow,803,snowplow,1,0,0.4919,0.000911,0.579849,0.950123,131554,55118,76422,48,344,0
4423,298,mongoose,298,mongoose,298,mongoose,1,1,0.4018,0.001269,1.021090,0.955721,133194,56419,76761,16,312,0
4424,425,barn,425,barn,425,barn,1,1,0.4345,0.001387,1.166649,0.970576,139400,62401,76985,32,328,0
4425,77,wolf spider,77,wolf spider,77,wolf spider,1,1,0.3011,0.001132,0.939770,0.904499,156554,77752,78788,0,296,0
4426,157,papillon,157,papillon,157,papillon,1,1,0.3423,0.001273,1.012969,0.982844,146386,69044,77328,16,312,0
4427,519,crate,907,wine bottle,907,wine bottle,1,0,0.4039,0.001395,1.203878,0.958690,139082,58158,80910,32,328,0
4428,453,bookcase,453,bookcase,453,bookcase,1,1,0.5205,0.001156,0.894023,0.943342,130907,53708,77185,32,328,0
4429,63,Indian cobra,63,Indian cobra,63,Indian cobra,1,1,0.3080,0.001389,1.188608,0.966752,132143,54556,77573,0,296,0
4430,534,dishwasher,791,shopping cart,791,shopping cart,1,0,0.3340,0.001175,0.913700,0.891518,145905,67679,78212,64,360,0
4431,750,quilt,750,quilt,750,quilt,1,1,0.5769,0.000907,0.569184,0.932862,132395,55608,76773,64,360,0
4432,246,Great Dane,246,Great Dane,246,Great Dane,1,1,0.5845,0.000732,0.380833,0.943563,132847,57181,75652,16,312,0
4433,337,beaver,337,beaver,337,beaver,1,1,0.3090,0.001279,1.005779,0.946552,130107,53386,76707,32,328,0
4434,956,custard apple,956,custard apple,956,custard apple,1,1,0.2334,0.001171,0.896679,0.995133,127158,50957,76187,16,312,0
4435,592,hard disc,590,hand-held computer,590,hand-held computer,1,0,0.6352,0.000775,0.417218,0.959933,126704,50577,76113,48,344,0
4436,431,bassinet,431,bassinet,431,bassinet,1,1,0.4256,0.001307,1.075453,0.944477,141577,63993,77570,16,312,0
4437,621,lawn mower,621,lawn mower,621,lawn mower,1,1,0.3174,0.001301,1.055302,0.975736,131957,55754,76189,48,344,0
4438,257,Great Pyrenees,254,pug,254,pug,1,0,0.6250,0.000565,0.236373,0.967429,149084,70491,78579,16,312,0
4439,909,wok,809,soup bowl,809,soup bowl,1,0,0.5085,0.000860,0.505175,0.953279,168110,91133,76963,32,328,0
